,model,obs,score
401,"Random Survival Forest, random oversampler",750,0.0641971097685391
402,"Random Survival Forest, SMOTENC",750,0.0659876419504188
403,Unweighted Cox PH,750,0.0858408853180339
404,"Cox PH, Barlow weights",750,0.0762062368672711
405,"Cox PH, Prentice weights",750,0.0810897342365653
406,"Cox PH, Self-Prentice weights",750,0.1001618847932706
407,"Cox PH Ridge, Barlow weights",750,0.0601614085862228
408,"Cox PH Lasso, Barlow weights",750,0.058680386524689
409,"Cox PH Elastic Net, Barlow weights",750,0.059174548861609
410,"Survival Tree, unweighted",750,0.1932207169467186
411,"Survival Tree, random oversampler",750,0.1714620724796015
412,"Survival Tree, SMOTENC",750,0.1564988470218292
413,"Random Survival Forest, unweighted",750,0.0879696502742261
414,"Random Survival Forest, random oversampler",750,0.0717810810595957
415,"Random Survival Forest, SMOTENC",750,0.0751456538416248
416,Unweighted Cox PH,750,0.074750368457587
417,"Cox PH, Barlow weights",750,0.0591607398112526
418,"Cox PH, Prentice weights",750,0.0641308070476741
419,"Cox PH, Self-Prentice weights",750,0.0765366149453351
420,"Cox PH Ridge, Barlow weights",750,0.0475505288659064
421,"Cox PH Lasso, Barlow weights",750,0.0459765632136091
422,"Cox PH Elastic Net, Barlow weights",750,0.0464675508099888
423,"Survival Tree, unweighted",750,0.1241650149569846
424,"Survival Tree, random oversampler",750,0.1418766180839314
425,"Survival Tree, SMOTENC",750,0.1388921423365511
426,"Random Survival Forest, unweighted",750,0.0763997045701531
427,"Random Survival Forest, random oversampler",750,0.0603403039182388
428,"Random Survival Forest, SMOTENC",750,0.0646270247817412
429,Unweighted Cox PH,750,0.0762815985956534
430,"Cox PH, Barlow weights",750,0.0735618050393327
431,"Cox PH, Prentice weights",750,0.0773164073358786
432,"Cox PH, Self-Prentice weights",750,0.0817984403060081
433,"Cox PH Ridge, Barlow weights",750,0.0666047473783035
434,"Cox PH Lasso, Barlow weights",750,0.0680525583983144
435,"Cox PH Elastic Net, Barlow weights",750,0.066768825017871
436,"Survival Tree, unweighted",750,0.1354488045717772
437,"Survival Tree, random oversampler",750,0.1254584446886509
438,"Survival Tree, SMOTENC",750,0.1235273439954681
