,model,obs,score
253,"Cox PH Elastic Net, Barlow weights",750,0.0430466822481509
254,"Survival Tree, unweighted",750,0.0844792554021934
255,"Survival Tree, random oversampler",750,0.0929427692426496
256,"Survival Tree, SMOTENC",750,0.0834690665530151
257,"Random Survival Forest, unweighted",750,0.0533285926761615
258,"Random Survival Forest, random oversampler",750,0.0500924653342803
259,"Random Survival Forest, SMOTENC",750,0.0505642504099929
260,Unweighted Cox PH,750,0.0438769685411678
261,"Cox PH, Barlow weights",750,0.0394840910370226
262,"Cox PH, Prentice weights",750,0.0400555588909631
263,"Cox PH, Self-Prentice weights",750,0.041062722665479
264,"Cox PH Ridge, Barlow weights",750,0.0394840910370226
265,"Cox PH Lasso, Barlow weights",750,0.0394840910370226
266,"Cox PH Elastic Net, Barlow weights",750,0.0394840910370226
267,"Survival Tree, unweighted",750,0.0848639543410634
268,"Survival Tree, random oversampler",750,0.0846479751743804
269,"Survival Tree, SMOTENC",750,0.0812199198588937
270,"Random Survival Forest, unweighted",750,0.0595775051342041
271,"Random Survival Forest, random oversampler",750,0.0510312366748531
272,"Random Survival Forest, SMOTENC",750,0.0516285368973564
273,Unweighted Cox PH,750,0.0366831035997551
274,"Cox PH, Barlow weights",750,0.0373046597970406
275,"Cox PH, Prentice weights",750,0.0339047351988671
276,"Cox PH, Self-Prentice weights",750,0.0348135356509567
277,"Cox PH Ridge, Barlow weights",750,0.0373046597970406
278,"Cox PH Lasso, Barlow weights",750,0.0373046597970406
279,"Cox PH Elastic Net, Barlow weights",750,0.0373046597970406
280,"Survival Tree, unweighted",750,0.0749798569482616
281,"Survival Tree, random oversampler",750,0.0884428856318068
282,"Survival Tree, SMOTENC",750,0.069800797026602
283,"Random Survival Forest, unweighted",750,0.0532762258678282
284,"Random Survival Forest, random oversampler",750,0.0492004634055785
285,"Random Survival Forest, SMOTENC",750,0.0487950448339875
286,Unweighted Cox PH,750,0.0532944630937797
287,"Cox PH, Barlow weights",750,0.0526715049261797
288,"Cox PH, Prentice weights",750,0.051266348512822
289,"Cox PH, Self-Prentice weights",750,0.0541686186423627
290,"Cox PH Ridge, Barlow weights",750,0.0526715049261797
291,"Cox PH Lasso, Barlow weights",750,0.0526715049261797
292,"Cox PH Elastic Net, Barlow weights",750,0.0526715049261797
293,"Survival Tree, unweighted",750,0.0773257518974783
294,"Survival Tree, random oversampler",750,0.0879937688485762
295,"Survival Tree, SMOTENC",750,0.0899472797941645
296,"Random Survival Forest, unweighted",750,0.0603806012940303
297,"Random Survival Forest, random oversampler",750,0.0579421789211153
298,"Random Survival Forest, SMOTENC",750,0.0589172558560718
299,Unweighted Cox PH,750,0.0384775376468531
300,"Cox PH, Barlow weights",750,0.0450338780154272
301,"Cox PH, Prentice weights",750,0.03763727792066
302,"Cox PH, Self-Prentice weights",750,0.0380633358314684
303,"Cox PH Ridge, Barlow weights",750,0.0450338780154272
304,"Cox PH Lasso, Barlow weights",750,0.0450338780154272
305,"Cox PH Elastic Net, Barlow weights",750,0.0450338780154272
306,"Survival Tree, unweighted",750,0.0889496730783583
307,"Survival Tree, random oversampler",750,0.0933657155091978
308,"Survival Tree, SMOTENC",750,0.0869800458331433
309,"Random Survival Forest, unweighted",750,0.0595668615548919
310,"Random Survival Forest, random oversampler",750,0.0552981588660338
311,"Random Survival Forest, SMOTENC",750,0.0553574380012213
312,Unweighted Cox PH,750,0.0366263460850387
313,"Cox PH, Barlow weights",750,0.0373844562437693
314,"Cox PH, Prentice weights",750,0.0343292602938324
315,"Cox PH, Self-Prentice weights",750,0.0360537119387224
316,"Cox PH Ridge, Barlow weights",750,0.0373844562437693
317,"Cox PH Lasso, Barlow weights",750,0.0373844562437693
318,"Cox PH Elastic Net, Barlow weights",750,0.0373844562437693
319,"Survival Tree, unweighted",750,0.0754695571885055
320,"Survival Tree, random oversampler",750,0.0901574253813672
321,"Survival Tree, SMOTENC",750,0.0744954571426413
322,"Random Survival Forest, unweighted",750,0.0596017528537558
323,"Random Survival Forest, random oversampler",750,0.055043808407557
324,"Random Survival Forest, SMOTENC",750,0.0561747082343218
325,Unweighted Cox PH,750,0.0411227854220472
326,"Cox PH, Barlow weights",750,0.0435915614009372
327,"Cox PH, Prentice weights",750,0.0403174987989646
328,"Cox PH, Self-Prentice weights",750,0.0388369989622456
329,"Cox PH Ridge, Barlow weights",750,0.0435915614009372
330,"Cox PH Lasso, Barlow weights",750,0.0435915614009372
331,"Cox PH Elastic Net, Barlow weights",750,0.0435915614009372
332,"Survival Tree, unweighted",750,0.0832569703092312
333,"Survival Tree, random oversampler",750,0.0843805719910188
334,"Survival Tree, SMOTENC",750,0.0822316371092662
335,"Random Survival Forest, unweighted",750,0.0587944816926066
336,"Random Survival Forest, random oversampler",750,0.0516236350339615
337,"Random Survival Forest, SMOTENC",750,0.0497964941352163
338,Unweighted Cox PH,750,0.041604324160481
339,"Cox PH, Barlow weights",750,0.0512367306129671
340,"Cox PH, Prentice weights",750,0.0421481486284171
341,"Cox PH, Self-Prentice weights",750,0.0484175667941781
342,"Cox PH Ridge, Barlow weights",750,0.0512367306129671
343,"Cox PH Lasso, Barlow weights",750,0.0512367306129671
344,"Cox PH Elastic Net, Barlow weights",750,0.0512367306129671
345,"Survival Tree, unweighted",750,0.0838392750237501
346,"Survival Tree, random oversampler",750,0.1011658360309178
347,"Survival Tree, SMOTENC",750,0.0971369072806923
348,"Random Survival Forest, unweighted",750,0.0711640903681351
349,"Random Survival Forest, random oversampler",750,0.0705696188395129
350,"Random Survival Forest, SMOTENC",750,0.070098903832842
351,Unweighted Cox PH,750,0.0606315751955064
352,"Cox PH, Barlow weights",750,0.0718687404504671
353,"Cox PH, Prentice weights",750,0.0596514819432189
354,"Cox PH, Self-Prentice weights",750,0.0632810789295711
355,"Cox PH Ridge, Barlow weights",750,0.0718687404504671
356,"Cox PH Lasso, Barlow weights",750,0.0718687404504671
357,"Cox PH Elastic Net, Barlow weights",750,0.0718687404504671
358,"Survival Tree, unweighted",750,0.1187167252004735
359,"Survival Tree, random oversampler",750,0.1214516719155226
360,"Survival Tree, SMOTENC",750,0.1224289052786785
361,"Random Survival Forest, unweighted",750,0.0767526589844981
362,"Random Survival Forest, random oversampler",750,0.0728195756054652
363,"Random Survival Forest, SMOTENC",750,0.0745032074333735
364,Unweighted Cox PH,750,0.0427233810755618
365,"Cox PH, Barlow weights",750,0.047358083314838
366,"Cox PH, Prentice weights",750,0.0439266451761628
367,"Cox PH, Self-Prentice weights",750,0.0414536635949131
368,"Cox PH Ridge, Barlow weights",750,0.047358083314838
369,"Cox PH Lasso, Barlow weights",750,0.047358083314838
370,"Cox PH Elastic Net, Barlow weights",750,0.047358083314838
371,"Survival Tree, unweighted",750,0.088516255768855
372,"Survival Tree, random oversampler",750,0.099430413686009
373,"Survival Tree, SMOTENC",750,0.0943664883701262
374,"Random Survival Forest, unweighted",750,0.0648029573495764
375,"Random Survival Forest, random oversampler",750,0.0603059486197214
376,"Random Survival Forest, SMOTENC",750,0.0605372769827816
377,Unweighted Cox PH,750,0.0429225758200891
378,"Cox PH, Barlow weights",750,0.0471321223602046
379,"Cox PH, Prentice weights",750,0.0418200317165531
380,"Cox PH, Self-Prentice weights",750,0.0408947982100094
381,"Cox PH Ridge, Barlow weights",750,0.0471321223602046
