model,obs,score
"Survival Tree, unweighted",1500,0.91299848
"Survival Tree, random oversampler",1500,0.871721272
"Survival Tree, SMOTENC",1500,0.878577897
"Random Survival Forest, unweighted",1500,0.939600246
"Random Survival Forest, random oversampler",1500,0.932032084
"Random Survival Forest, SMOTENC",1500,0.917332385
Unweighted Cox PH,1500,0.972987601
"Cox PH, Barlow weights",1500,0.969986223
"Cox PH, Prentice weights",1500,0.970248639
"Cox PH, Self-Prentice weights",1500,0.971642721
"Cox PH Ridge, Barlow weights",1500,0.969986223
"Cox PH Lasso, Barlow weights",1500,0.969986223
"Cox PH Elastic Net, Barlow weights",1500,0.969986223
"Survival Tree, unweighted",1500,0.922784229
"Survival Tree, random oversampler",1500,0.913050253
"Survival Tree, SMOTENC",1500,0.906842485
"Random Survival Forest, unweighted",1500,0.951239913
"Random Survival Forest, random oversampler",1500,0.946418028
"Random Survival Forest, SMOTENC",1500,0.93969363
Unweighted Cox PH,1500,0.952387317
"Cox PH, Barlow weights",1500,0.95308532
"Cox PH, Prentice weights",1500,0.953055617
"Cox PH, Self-Prentice weights",1500,0.951704166
"Cox PH Ridge, Barlow weights",1500,0.95308532
"Cox PH Lasso, Barlow weights",1500,0.95308532
"Cox PH Elastic Net, Barlow weights",1500,0.95308532
"Survival Tree, unweighted",1500,0.892344249
"Survival Tree, random oversampler",1500,0.856991164
"Survival Tree, SMOTENC",1500,0.85667929
"Random Survival Forest, unweighted",1500,0.928491869
"Random Survival Forest, random oversampler",1500,0.925328581
"Random Survival Forest, SMOTENC",1500,0.921690057
Unweighted Cox PH,1500,0.96537189
"Cox PH, Barlow weights",1500,0.962954569
"Cox PH, Prentice weights",1500,0.963090544
"Cox PH, Self-Prentice weights",1500,0.963966822
"Cox PH Ridge, Barlow weights",1500,0.962954569
"Cox PH Lasso, Barlow weights",1500,0.962954569
"Cox PH Elastic Net, Barlow weights",1500,0.962954569
"Survival Tree, unweighted",1500,0.907273112
"Survival Tree, random oversampler",1500,0.907711251
"Survival Tree, SMOTENC",1500,0.903556482
"Random Survival Forest, unweighted",1500,0.942074967
"Random Survival Forest, random oversampler",1500,0.94515705
"Random Survival Forest, SMOTENC",1500,0.942679297
Unweighted Cox PH,1500,0.954255645
"Cox PH, Barlow weights",1500,0.953868255
"Cox PH, Prentice weights",1500,0.95354543
"Cox PH, Self-Prentice weights",1500,0.953513147
"Cox PH Ridge, Barlow weights",1500,0.953868255
"Cox PH Lasso, Barlow weights",1500,0.953868255
"Cox PH Elastic Net, Barlow weights",1500,0.953868255
"Survival Tree, unweighted",1500,0.888060304
"Survival Tree, random oversampler",1500,0.870821429
"Survival Tree, SMOTENC",1500,0.839418592
"Random Survival Forest, unweighted",1500,0.926654076
"Random Survival Forest, random oversampler",1500,0.916807903
"Random Survival Forest, SMOTENC",1500,0.909851016
Unweighted Cox PH,1500,0.964546868
"Cox PH, Barlow weights",1500,0.964561262
"Cox PH, Prentice weights",1500,0.964892331
"Cox PH, Self-Prentice weights",1500,0.965093851
"Cox PH Ridge, Barlow weights",1500,0.964561262
"Cox PH Lasso, Barlow weights",1500,0.964561262
"Cox PH Elastic Net, Barlow weights",1500,0.964561262
"Survival Tree, unweighted",1500,0.92303374
"Survival Tree, random oversampler",1500,0.899743782
"Survival Tree, SMOTENC",1500,0.919089705
"Random Survival Forest, unweighted",1500,0.948583602
"Random Survival Forest, random oversampler",1500,0.947561608
"Random Survival Forest, SMOTENC",1500,0.945632773
Unweighted Cox PH,1500,0.961751654
"Cox PH, Barlow weights",1500,0.961031567
"Cox PH, Prentice weights",1500,0.961383237
"Cox PH, Self-Prentice weights",1500,0.959825839
"Cox PH Ridge, Barlow weights",1500,0.961031567
"Cox PH Lasso, Barlow weights",1500,0.961031567
"Cox PH Elastic Net, Barlow weights",1500,0.961031567
"Survival Tree, unweighted",1500,0.924106171
"Survival Tree, random oversampler",1500,0.900845684
"Survival Tree, SMOTENC",1500,0.897873231
"Random Survival Forest, unweighted",1500,0.940115549
"Random Survival Forest, random oversampler",1500,0.934823746
"Random Survival Forest, SMOTENC",1500,0.927740099
Unweighted Cox PH,1500,0.954385384
"Cox PH, Barlow weights",1500,0.953723212
"Cox PH, Prentice weights",1500,0.953948953
"Cox PH, Self-Prentice weights",1500,0.954159644
"Cox PH Ridge, Barlow weights",1500,0.953723212
"Cox PH Lasso, Barlow weights",1500,0.953723212
"Cox PH Elastic Net, Barlow weights",1500,0.953723212
"Survival Tree, unweighted",1500,0.909876896
"Survival Tree, random oversampler",1500,0.891065194
"Survival Tree, SMOTENC",1500,0.88419516
"Random Survival Forest, unweighted",1500,0.93137491
"Random Survival Forest, random oversampler",1500,0.928380087
"Random Survival Forest, SMOTENC",1500,0.920373826
Unweighted Cox PH,1500,0.956862
"Cox PH, Barlow weights",1500,0.957052035
"Cox PH, Prentice weights",1500,0.957224794
"Cox PH, Self-Prentice weights",1500,0.956758344
"Cox PH Ridge, Barlow weights",1500,0.957052035
"Cox PH Lasso, Barlow weights",1500,0.957052035
"Cox PH Elastic Net, Barlow weights",1500,0.957052035
"Survival Tree, unweighted",1500,0.907064128
"Survival Tree, random oversampler",1500,0.894668648
"Survival Tree, SMOTENC",1500,0.862734089
"Random Survival Forest, unweighted",1500,0.928322162
"Random Survival Forest, random oversampler",1500,0.927544745
"Random Survival Forest, SMOTENC",1500,0.91660908
Unweighted Cox PH,1500,0.959271638
"Cox PH, Barlow weights",1500,0.959196019
"Cox PH, Prentice weights",1500,0.959422876
"Cox PH, Self-Prentice weights",1500,0.958651563
"Cox PH Ridge, Barlow weights",1500,0.959196019
"Cox PH Lasso, Barlow weights",1500,0.959196019
"Cox PH Elastic Net, Barlow weights",1500,0.959196019
"Survival Tree, unweighted",1500,0.906285446
"Survival Tree, random oversampler",1500,0.889641717
"Survival Tree, SMOTENC",1500,0.868944813
"Random Survival Forest, unweighted",1500,0.936812813
"Random Survival Forest, random oversampler",1500,0.937402641
"Random Survival Forest, SMOTENC",1500,0.92243009
Unweighted Cox PH,1500,0.960438008
"Cox PH, Barlow weights",1500,0.960245336
"Cox PH, Prentice weights",1500,0.960341672
"Cox PH, Self-Prentice weights",1500,0.960293504
"Cox PH Ridge, Barlow weights",1500,0.960245336
"Cox PH Lasso, Barlow weights",1500,0.960245336
"Cox PH Elastic Net, Barlow weights",1500,0.960245336
"Survival Tree, unweighted",1500,0.901729232
"Survival Tree, random oversampler",1500,0.897161299
"Survival Tree, SMOTENC",1500,0.889486529
"Random Survival Forest, unweighted",1500,0.94158826
"Random Survival Forest, random oversampler",1500,0.938730291
"Random Survival Forest, SMOTENC",1500,0.937863267
Unweighted Cox PH,1500,0.965234573
"Cox PH, Barlow weights",1500,0.96471203
"Cox PH, Prentice weights",1500,0.964907983
"Cox PH, Self-Prentice weights",1500,0.965169255
"Cox PH Ridge, Barlow weights",1500,0.96471203
"Cox PH Lasso, Barlow weights",1500,0.96471203
"Cox PH Elastic Net, Barlow weights",1500,0.96471203
"Survival Tree, unweighted",1500,0.92027956
"Survival Tree, random oversampler",1500,0.906497493
"Survival Tree, SMOTENC",1500,0.90614641
"Random Survival Forest, unweighted",1500,0.948676497
"Random Survival Forest, random oversampler",1500,0.938274629
"Random Survival Forest, SMOTENC",1500,0.934796453
Unweighted Cox PH,1500,0.963996077
"Cox PH, Barlow weights",1500,0.962361658
"Cox PH, Prentice weights",1500,0.962501751
"Cox PH, Self-Prentice weights",1500,0.963715891
"Cox PH Ridge, Barlow weights",1500,0.962361658
"Cox PH Lasso, Barlow weights",1500,0.962361658
"Cox PH Elastic Net, Barlow weights",1500,0.962361658
"Survival Tree, unweighted",1500,0.891879271
"Survival Tree, random oversampler",1500,0.88744299
"Survival Tree, SMOTENC",1500,0.884251981
"Random Survival Forest, unweighted",1500,0.941223168
"Random Survival Forest, random oversampler",1500,0.936210949
"Random Survival Forest, SMOTENC",1500,0.930809582
Unweighted Cox PH,1500,0.958622924
"Cox PH, Barlow weights",1500,0.957132442
"Cox PH, Prentice weights",1500,0.956938032
"Cox PH, Self-Prentice weights",1500,0.956273795
"Cox PH Ridge, Barlow weights",1500,0.957132442
"Cox PH Lasso, Barlow weights",1500,0.957132442
"Cox PH Elastic Net, Barlow weights",1500,0.957132442
"Survival Tree, unweighted",1500,0.900785743
"Survival Tree, random oversampler",1500,0.864422843
"Survival Tree, SMOTENC",1500,0.855488052
"Random Survival Forest, unweighted",1500,0.921555286
"Random Survival Forest, random oversampler",1500,0.914637505
"Random Survival Forest, SMOTENC",1500,0.912045362
Unweighted Cox PH,1500,0.960858184
"Cox PH, Barlow weights",1500,0.961512611
"Cox PH, Prentice weights",1500,0.961406488
"Cox PH, Self-Prentice weights",1500,0.962184725
"Cox PH Ridge, Barlow weights",1500,0.961512611
"Cox PH Lasso, Barlow weights",1500,0.961512611
"Cox PH Elastic Net, Barlow weights",1500,0.961512611
"Survival Tree, unweighted",1500,0.902605327
"Survival Tree, random oversampler",1500,0.885616753
"Survival Tree, SMOTENC",1500,0.850012381
"Random Survival Forest, unweighted",1500,0.941968234
"Random Survival Forest, random oversampler",1500,0.933955923
"Random Survival Forest, SMOTENC",1500,0.914659167
Unweighted Cox PH,1500,0.963623085
"Cox PH, Barlow weights",1500,0.963856171
"Cox PH, Prentice weights",1500,0.963887249
"Cox PH, Self-Prentice weights",1500,0.963623085
"Cox PH Ridge, Barlow weights",1500,0.963856171
"Cox PH Lasso, Barlow weights",1500,0.963856171
"Cox PH Elastic Net, Barlow weights",1500,0.963856171
"Survival Tree, unweighted",1500,0.923073935
"Survival Tree, random oversampler",1500,0.922149361
"Survival Tree, SMOTENC",1500,0.903331572
"Random Survival Forest, unweighted",1500,0.943810797
"Random Survival Forest, random oversampler",1500,0.944416819
"Random Survival Forest, SMOTENC",1500,0.943298008
Unweighted Cox PH,1500,0.959930284
"Cox PH, Barlow weights",1500,0.958477863
"Cox PH, Prentice weights",1500,0.958648736
"Cox PH, Self-Prentice weights",1500,0.959366403
"Cox PH Ridge, Barlow weights",1500,0.958477863
"Cox PH Lasso, Barlow weights",1500,0.958477863
"Cox PH Elastic Net, Barlow weights",1500,0.958477863
"Survival Tree, unweighted",1500,0.902346086
"Survival Tree, random oversampler",1500,0.89064983
"Survival Tree, SMOTENC",1500,0.888710422
"Random Survival Forest, unweighted",1500,0.9256019
"Random Survival Forest, random oversampler",1500,0.924371615
"Random Survival Forest, SMOTENC",1500,0.923038805
Unweighted Cox PH,1500,0.96713407
"Cox PH, Barlow weights",1500,0.966212264
"Cox PH, Prentice weights",1500,0.966814983
"Cox PH, Self-Prentice weights",1500,0.965538636
"Cox PH Ridge, Barlow weights",1500,0.966212264
"Cox PH Lasso, Barlow weights",1500,0.966212264
"Cox PH Elastic Net, Barlow weights",1500,0.966212264
"Survival Tree, unweighted",1500,0.937405825
"Survival Tree, random oversampler",1500,0.913536367
"Survival Tree, SMOTENC",1500,0.926884827
"Random Survival Forest, unweighted",1500,0.955806492
"Random Survival Forest, random oversampler",1500,0.952012905
"Random Survival Forest, SMOTENC",1500,0.950417472
Unweighted Cox PH,1500,0.958817283
"Cox PH, Barlow weights",1500,0.955305072
"Cox PH, Prentice weights",1500,0.955517439
"Cox PH, Self-Prentice weights",1500,0.957085682
"Cox PH Ridge, Barlow weights",1500,0.955305072
"Cox PH Lasso, Barlow weights",1500,0.955305072
"Cox PH Elastic Net, Barlow weights",1500,0.955305072
"Survival Tree, unweighted",1500,0.900367557
"Survival Tree, random oversampler",1500,0.915135179
"Survival Tree, SMOTENC",1500,0.856399575
"Random Survival Forest, unweighted",1500,0.93666585
"Random Survival Forest, random oversampler",1500,0.934836233
"Random Survival Forest, SMOTENC",1500,0.931078984
Unweighted Cox PH,1500,0.954456415
"Cox PH, Barlow weights",1500,0.952529146
"Cox PH, Prentice weights",1500,0.952924078
"Cox PH, Self-Prentice weights",1500,0.953792929
"Cox PH Ridge, Barlow weights",1500,0.952529146
"Cox PH Lasso, Barlow weights",1500,0.952529146
"Cox PH Elastic Net, Barlow weights",1500,0.952529146
"Survival Tree, unweighted",1500,0.902277969
"Survival Tree, random oversampler",1500,0.882365486
"Survival Tree, SMOTENC",1500,0.862603077
"Random Survival Forest, unweighted",1500,0.944061799
"Random Survival Forest, random oversampler",1500,0.939164639
"Random Survival Forest, SMOTENC",1500,0.937979843
Unweighted Cox PH,1500,0.959827552
"Cox PH, Barlow weights",1500,0.959987886
"Cox PH, Prentice weights",1500,0.960130405
"Cox PH, Self-Prentice weights",1500,0.95690592
"Cox PH Ridge, Barlow weights",1500,0.959987886
"Cox PH Lasso, Barlow weights",1500,0.959987886
"Cox PH Elastic Net, Barlow weights",1500,0.959987886
"Survival Tree, unweighted",1500,0.907318333
"Survival Tree, random oversampler",1500,0.877701174
"Survival Tree, SMOTENC",1500,0.817950225
"Random Survival Forest, unweighted",1500,0.934441416
"Random Survival Forest, random oversampler",1500,0.929667041
"Random Survival Forest, SMOTENC",1500,0.917873622
Unweighted Cox PH,1500,0.96123276
"Cox PH, Barlow weights",1500,0.958450006
"Cox PH, Prentice weights",1500,0.958536967
"Cox PH, Self-Prentice weights",1500,0.96107623
"Cox PH Ridge, Barlow weights",1500,0.958450006
"Cox PH Lasso, Barlow weights",1500,0.958450006
"Cox PH Elastic Net, Barlow weights",1500,0.958450006
"Survival Tree, unweighted",1500,0.920491504
"Survival Tree, random oversampler",1500,0.902890586
"Survival Tree, SMOTENC",1500,0.877315338
"Random Survival Forest, unweighted",1500,0.947127676
"Random Survival Forest, random oversampler",1500,0.943231821
"Random Survival Forest, SMOTENC",1500,0.942275249
Unweighted Cox PH,1500,0.961297562
"Cox PH, Barlow weights",1500,0.958668274
"Cox PH, Prentice weights",1500,0.958902733
"Cox PH, Self-Prentice weights",1500,0.959589362
"Cox PH Ridge, Barlow weights",1500,0.958668274
"Cox PH Lasso, Barlow weights",1500,0.958668274
"Cox PH Elastic Net, Barlow weights",1500,0.958668274
"Survival Tree, unweighted",1500,0.914523044
"Survival Tree, random oversampler",1500,0.891403738
"Survival Tree, SMOTENC",1500,0.876063438
"Random Survival Forest, unweighted",1500,0.936277465
"Random Survival Forest, random oversampler",1500,0.931973473
"Random Survival Forest, SMOTENC",1500,0.929210209
Unweighted Cox PH,1500,0.9577543
"Cox PH, Barlow weights",1500,0.957432818
"Cox PH, Prentice weights",1500,0.957710461
"Cox PH, Self-Prentice weights",1500,0.957637397
"Cox PH Ridge, Barlow weights",1500,0.957432818
"Cox PH Lasso, Barlow weights",1500,0.957432818
"Cox PH Elastic Net, Barlow weights",1500,0.957432818
"Survival Tree, unweighted",1500,0.916641094
"Survival Tree, random oversampler",1500,0.912476437
"Survival Tree, SMOTENC",1500,0.888591761
"Random Survival Forest, unweighted",1500,0.941417153
"Random Survival Forest, random oversampler",1500,0.939049874
"Random Survival Forest, SMOTENC",1500,0.93671182
Unweighted Cox PH,1500,0.958877345
"Cox PH, Barlow weights",1500,0.957373236
"Cox PH, Prentice weights",1500,0.957559312
"Cox PH, Self-Prentice weights",1500,0.95869127
"Cox PH Ridge, Barlow weights",1500,0.957373236
"Cox PH Lasso, Barlow weights",1500,0.957373236
"Cox PH Elastic Net, Barlow weights",1500,0.957373236
"Survival Tree, unweighted",1500,0.910730346
"Survival Tree, random oversampler",1500,0.903318344
"Survival Tree, SMOTENC",1500,0.890324081
"Random Survival Forest, unweighted",1500,0.938657156
"Random Survival Forest, random oversampler",1500,0.932051481
"Random Survival Forest, SMOTENC",1500,0.931524267
Unweighted Cox PH,1500,0.961867592
"Cox PH, Barlow weights",1500,0.961915578
"Cox PH, Prentice weights",1500,0.961675651
"Cox PH, Self-Prentice weights",1500,0.962107519
"Cox PH Ridge, Barlow weights",1500,0.961915578
"Cox PH Lasso, Barlow weights",1500,0.961915578
"Cox PH Elastic Net, Barlow weights",1500,0.961915578
"Survival Tree, unweighted",1500,0.898334906
"Survival Tree, random oversampler",1500,0.892944545
"Survival Tree, SMOTENC",1500,0.875941714
"Random Survival Forest, unweighted",1500,0.939298453
"Random Survival Forest, random oversampler",1500,0.933348262
"Random Survival Forest, SMOTENC",1500,0.925814552
Unweighted Cox PH,1500,0.947035128
"Cox PH, Barlow weights",1500,0.945746843
"Cox PH, Prentice weights",1500,0.946672231
"Cox PH, Self-Prentice weights",1500,0.945892002
"Cox PH Ridge, Barlow weights",1500,0.945746843
"Cox PH Lasso, Barlow weights",1500,0.945746843
"Cox PH Elastic Net, Barlow weights",1500,0.945746843
"Survival Tree, unweighted",1500,0.909484323
"Survival Tree, random oversampler",1500,0.876397155
"Survival Tree, SMOTENC",1500,0.832314197
"Random Survival Forest, unweighted",1500,0.925606039
"Random Survival Forest, random oversampler",1500,0.922739149
"Random Survival Forest, SMOTENC",1500,0.896701263
Unweighted Cox PH,1500,0.962632594
"Cox PH, Barlow weights",1500,0.962527122
"Cox PH, Prentice weights",1500,0.962602459
"Cox PH, Self-Prentice weights",1500,0.962451784
"Cox PH Ridge, Barlow weights",1500,0.962527122
"Cox PH Lasso, Barlow weights",1500,0.962527122
"Cox PH Elastic Net, Barlow weights",1500,0.962527122
"Survival Tree, unweighted",1500,0.906950639
"Survival Tree, random oversampler",1500,0.887204677
"Survival Tree, SMOTENC",1500,0.877666948
"Random Survival Forest, unweighted",1500,0.939021818
"Random Survival Forest, random oversampler",1500,0.935526157
"Random Survival Forest, SMOTENC",1500,0.923050265
Unweighted Cox PH,1500,0.966622141
"Cox PH, Barlow weights",1500,0.9648576
"Cox PH, Prentice weights",1500,0.964907073
"Cox PH, Self-Prentice weights",1500,0.964709181
"Cox PH Ridge, Barlow weights",1500,0.9648576
"Cox PH Lasso, Barlow weights",1500,0.9648576
"Cox PH Elastic Net, Barlow weights",1500,0.9648576
"Survival Tree, unweighted",1500,0.933796731
"Survival Tree, random oversampler",1500,0.918864097
"Survival Tree, SMOTENC",1500,0.913141707
"Random Survival Forest, unweighted",1500,0.954864031
"Random Survival Forest, random oversampler",1500,0.951087584
"Random Survival Forest, SMOTENC",1500,0.948482
Unweighted Cox PH,1500,0.960624358
"Cox PH, Barlow weights",1500,0.960784943
"Cox PH, Prentice weights",1500,0.961122174
"Cox PH, Self-Prentice weights",1500,0.959660843
"Cox PH Ridge, Barlow weights",1500,0.960784943
"Cox PH Lasso, Barlow weights",1500,0.960784943
"Cox PH Elastic Net, Barlow weights",1500,0.960784943
"Survival Tree, unweighted",1500,0.908345645
"Survival Tree, random oversampler",1500,0.9054551
"Survival Tree, SMOTENC",1500,0.903158723
"Random Survival Forest, unweighted",1500,0.941867934
"Random Survival Forest, random oversampler",1500,0.939956963
"Random Survival Forest, SMOTENC",1500,0.933485355
Unweighted Cox PH,1500,0.956726799
"Cox PH, Barlow weights",1500,0.954598869
"Cox PH, Prentice weights",1500,0.954551229
"Cox PH, Self-Prentice weights",1500,0.953788986
"Cox PH Ridge, Barlow weights",1500,0.954598869
"Cox PH Lasso, Barlow weights",1500,0.954598869
"Cox PH Elastic Net, Barlow weights",1500,0.954598869
"Survival Tree, unweighted",1500,0.907855872
"Survival Tree, random oversampler",1500,0.907792352
"Survival Tree, SMOTENC",1500,0.82980531
"Random Survival Forest, unweighted",1500,0.932446167
"Random Survival Forest, random oversampler",1500,0.932620847
"Random Survival Forest, SMOTENC",1500,0.918217621
Unweighted Cox PH,1500,0.950682841
"Cox PH, Barlow weights",1500,0.949904231
"Cox PH, Prentice weights",1500,0.949982092
"Cox PH, Self-Prentice weights",1500,0.949514926
"Cox PH Ridge, Barlow weights",1500,0.949904231
"Cox PH Lasso, Barlow weights",1500,0.949904231
"Cox PH Elastic Net, Barlow weights",1500,0.949904231
"Survival Tree, unweighted",1500,0.907524487
"Survival Tree, random oversampler",1500,0.878871638
"Survival Tree, SMOTENC",1500,0.791316941
"Random Survival Forest, unweighted",1500,0.932447794
"Random Survival Forest, random oversampler",1500,0.923992089
"Random Survival Forest, SMOTENC",1500,0.903639223
Unweighted Cox PH,1500,0.948535837
"Cox PH, Barlow weights",1500,0.947922283
"Cox PH, Prentice weights",1500,0.947903691
"Cox PH, Self-Prentice weights",1500,0.948498652
"Cox PH Ridge, Barlow weights",1500,0.947922283
"Cox PH Lasso, Barlow weights",1500,0.947922283
"Cox PH Elastic Net, Barlow weights",1500,0.947922283
"Survival Tree, unweighted",1500,0.869322302
"Survival Tree, random oversampler",1500,0.859431068
"Survival Tree, SMOTENC",1500,0.819336246
"Random Survival Forest, unweighted",1500,0.918769174
"Random Survival Forest, random oversampler",1500,0.910290973
"Random Survival Forest, SMOTENC",1500,0.906014688
Unweighted Cox PH,1500,0.959437816
"Cox PH, Barlow weights",1500,0.955514765
"Cox PH, Prentice weights",1500,0.956036639
"Cox PH, Self-Prentice weights",1500,0.956864439
"Cox PH Ridge, Barlow weights",1500,0.955514765
"Cox PH Lasso, Barlow weights",1500,0.955514765
"Cox PH Elastic Net, Barlow weights",1500,0.955514765
"Survival Tree, unweighted",1500,0.898468571
"Survival Tree, random oversampler",1500,0.885754647
"Survival Tree, SMOTENC",1500,0.864663751
"Random Survival Forest, unweighted",1500,0.929493063
"Random Survival Forest, random oversampler",1500,0.924778204
"Random Survival Forest, SMOTENC",1500,0.91644622
Unweighted Cox PH,1500,0.952863212
"Cox PH, Barlow weights",1500,0.949685641
"Cox PH, Prentice weights",1500,0.949702634
"Cox PH, Self-Prentice weights",1500,0.952149533
"Cox PH Ridge, Barlow weights",1500,0.949685641
"Cox PH Lasso, Barlow weights",1500,0.949685641
"Cox PH Elastic Net, Barlow weights",1500,0.949685641
"Survival Tree, unweighted",1500,0.89173322
"Survival Tree, random oversampler",1500,0.877043331
"Survival Tree, SMOTENC",1500,0.845590484
"Random Survival Forest, unweighted",1500,0.916652506
"Random Survival Forest, random oversampler",1500,0.915259133
"Random Survival Forest, SMOTENC",1500,0.906966865
Unweighted Cox PH,1500,0.964980118
"Cox PH, Barlow weights",1500,0.963743386
"Cox PH, Prentice weights",1500,0.964119102
"Cox PH, Self-Prentice weights",1500,0.963148502
"Cox PH Ridge, Barlow weights",1500,0.963743386
"Cox PH Lasso, Barlow weights",1500,0.963743386
"Cox PH Elastic Net, Barlow weights",1500,0.963743386
"Survival Tree, unweighted",1500,0.92643007
"Survival Tree, random oversampler",1500,0.907104167
"Survival Tree, SMOTENC",1500,0.904560255
"Random Survival Forest, unweighted",1500,0.953019819
"Random Survival Forest, random oversampler",1500,0.951720467
"Random Survival Forest, SMOTENC",1500,0.951188203
Unweighted Cox PH,1500,0.962545651
"Cox PH, Barlow weights",1500,0.96277493
"Cox PH, Prentice weights",1500,0.962660291
"Cox PH, Self-Prentice weights",1500,0.962987832
"Cox PH Ridge, Barlow weights",1500,0.96277493
"Cox PH Lasso, Barlow weights",1500,0.96277493
"Cox PH Elastic Net, Barlow weights",1500,0.96277493
"Survival Tree, unweighted",1500,0.897626963
"Survival Tree, random oversampler",1500,0.883722835
"Survival Tree, SMOTENC",1500,0.852868443
"Random Survival Forest, unweighted",1500,0.933132441
"Random Survival Forest, random oversampler",1500,0.932067932
"Random Survival Forest, SMOTENC",1500,0.920063543
Unweighted Cox PH,1500,0.964034521
"Cox PH, Barlow weights",1500,0.960755666
"Cox PH, Prentice weights",1500,0.96129931
"Cox PH, Self-Prentice weights",1500,0.961010499
"Cox PH Ridge, Barlow weights",1500,0.960755666
"Cox PH Lasso, Barlow weights",1500,0.960755666
"Cox PH Elastic Net, Barlow weights",1500,0.960755666
"Survival Tree, unweighted",1500,0.929903843
"Survival Tree, random oversampler",1500,0.905601237
"Survival Tree, SMOTENC",1500,0.921859604
"Random Survival Forest, unweighted",1500,0.943698821
"Random Survival Forest, random oversampler",1500,0.943019265
"Random Survival Forest, SMOTENC",1500,0.943308077
Unweighted Cox PH,1500,0.966071014
"Cox PH, Barlow weights",1500,0.963966891
"Cox PH, Prentice weights",1500,0.964245378
"Cox PH, Self-Prentice weights",1500,0.964585751
"Cox PH Ridge, Barlow weights",1500,0.963966891
"Cox PH Lasso, Barlow weights",1500,0.963966891
"Cox PH Elastic Net, Barlow weights",1500,0.963966891
"Survival Tree, unweighted",1500,0.919385782
"Survival Tree, random oversampler",1500,0.907047265
"Survival Tree, SMOTENC",1500,0.911286455
"Random Survival Forest, unweighted",1500,0.950058018
"Random Survival Forest, random oversampler",1500,0.949655759
"Random Survival Forest, SMOTENC",1500,0.941363039
Unweighted Cox PH,1500,0.960090361
"Cox PH, Barlow weights",1500,0.958709839
"Cox PH, Prentice weights",1500,0.959258911
"Cox PH, Self-Prentice weights",1500,0.960215863
"Cox PH Ridge, Barlow weights",1500,0.958709839
"Cox PH Lasso, Barlow weights",1500,0.958709839
"Cox PH Elastic Net, Barlow weights",1500,0.958709839
"Survival Tree, unweighted",1500,0.919059049
"Survival Tree, random oversampler",1500,0.892844817
"Survival Tree, SMOTENC",1500,0.9054813
"Random Survival Forest, unweighted",1500,0.937547063
"Random Survival Forest, random oversampler",1500,0.934252636
"Random Survival Forest, SMOTENC",1500,0.93575866
Unweighted Cox PH,1500,0.962964879
"Cox PH, Barlow weights",1500,0.962189003
"Cox PH, Prentice weights",1500,0.962171762
"Cox PH, Self-Prentice weights",1500,0.961982103
"Cox PH Ridge, Barlow weights",1500,0.962189003
"Cox PH Lasso, Barlow weights",1500,0.962189003
"Cox PH Elastic Net, Barlow weights",1500,0.962189003
"Survival Tree, unweighted",1500,0.917808928
"Survival Tree, random oversampler",1500,0.915739927
"Survival Tree, SMOTENC",1500,0.883342816
"Random Survival Forest, unweighted",1500,0.949550854
"Random Survival Forest, random oversampler",1500,0.943119709
"Random Survival Forest, SMOTENC",1500,0.93336092
Unweighted Cox PH,1500,0.949187539
"Cox PH, Barlow weights",1500,0.948792531
"Cox PH, Prentice weights",1500,0.948810486
"Cox PH, Self-Prentice weights",1500,0.947122722
"Cox PH Ridge, Barlow weights",1500,0.948792531
"Cox PH Lasso, Barlow weights",1500,0.948792531
"Cox PH Elastic Net, Barlow weights",1500,0.948792531
"Survival Tree, unweighted",1500,0.886623575
"Survival Tree, random oversampler",1500,0.88469342
"Survival Tree, SMOTENC",1500,0.855884729
"Random Survival Forest, unweighted",1500,0.921447168
"Random Survival Forest, random oversampler",1500,0.914947482
"Random Survival Forest, SMOTENC",1500,0.905736601
Unweighted Cox PH,1500,0.957528644
"Cox PH, Barlow weights",1500,0.957350125
"Cox PH, Prentice weights",1500,0.957512415
"Cox PH, Self-Prentice weights",1500,0.958129118
"Cox PH Ridge, Barlow weights",1500,0.957350125
"Cox PH Lasso, Barlow weights",1500,0.957350125
"Cox PH Elastic Net, Barlow weights",1500,0.957350125
"Survival Tree, unweighted",1500,0.918197605
"Survival Tree, random oversampler",1500,0.89207699
"Survival Tree, SMOTENC",1500,0.882493752
"Random Survival Forest, unweighted",1500,0.941721575
"Random Survival Forest, random oversampler",1500,0.940001298
"Random Survival Forest, SMOTENC",1500,0.926725957
Unweighted Cox PH,1500,0.95241709
"Cox PH, Barlow weights",1500,0.952584048
"Cox PH, Prentice weights",1500,0.95256887
"Cox PH, Self-Prentice weights",1500,0.952477802
"Cox PH Ridge, Barlow weights",1500,0.952584048
"Cox PH Lasso, Barlow weights",1500,0.952584048
"Cox PH Elastic Net, Barlow weights",1500,0.952584048
"Survival Tree, unweighted",1500,0.908021553
"Survival Tree, random oversampler",1500,0.893693557
"Survival Tree, SMOTENC",1500,0.911649086
"Random Survival Forest, unweighted",1500,0.937831069
"Random Survival Forest, random oversampler",1500,0.933854443
"Random Survival Forest, SMOTENC",1500,0.935326706
Unweighted Cox PH,1500,0.96756794
"Cox PH, Barlow weights",1500,0.966482276
"Cox PH, Prentice weights",1500,0.966620138
"Cox PH, Self-Prentice weights",1500,0.966516742
"Cox PH Ridge, Barlow weights",1500,0.966482276
