,model,obs,score
404,"Cox PH, Barlow weights",750,0.059867392071839
405,"Cox PH, Prentice weights",750,0.0445875505264436
406,"Cox PH, Self-Prentice weights",750,0.0347178668227059
407,"Cox PH Ridge, Barlow weights",750,0.059867392071839
408,"Cox PH Lasso, Barlow weights",750,0.059867392071839
409,"Cox PH Elastic Net, Barlow weights",750,0.059867392071839
410,"Survival Tree, unweighted",750,0.1219434587036124
411,"Survival Tree, random oversampler",750,0.1411625136017179
412,"Survival Tree, SMOTENC",750,0.1637957507646771
413,"Random Survival Forest, unweighted",750,0.0919351506792142
414,"Random Survival Forest, random oversampler",750,0.0765852006635734
415,"Random Survival Forest, SMOTENC",750,0.075243698283646
416,Unweighted Cox PH,750,0.0402751316349604
417,"Cox PH, Barlow weights",750,0.0660576487679743
418,"Cox PH, Prentice weights",750,0.0449366586802276
419,"Cox PH, Self-Prentice weights",750,0.04956935031751
420,"Cox PH Ridge, Barlow weights",750,0.0660576487679743
421,"Cox PH Lasso, Barlow weights",750,0.0660576487679743
422,"Cox PH Elastic Net, Barlow weights",750,0.0660576487679743
423,"Survival Tree, unweighted",750,0.082602078061248
424,"Survival Tree, random oversampler",750,0.0819965336888793
425,"Survival Tree, SMOTENC",750,0.1081649038931303
426,"Random Survival Forest, unweighted",750,0.0790353033038057
427,"Random Survival Forest, random oversampler",750,0.0653110500830218
428,"Random Survival Forest, SMOTENC",750,0.0678366524627306
429,Unweighted Cox PH,750,0.0459846319796565
430,"Cox PH, Barlow weights",750,0.0602844253764099
431,"Cox PH, Prentice weights",750,0.0491216614775322
432,"Cox PH, Self-Prentice weights",750,0.0468276099653858
433,"Cox PH Ridge, Barlow weights",750,0.0602844253764099
434,"Cox PH Lasso, Barlow weights",750,0.0602844253764099
435,"Cox PH Elastic Net, Barlow weights",750,0.0602844253764099
436,"Survival Tree, unweighted",750,0.1013698171654495
437,"Survival Tree, random oversampler",750,0.1270067454108596
438,"Survival Tree, SMOTENC",750,0.1057302362379382
439,"Random Survival Forest, unweighted",750,0.0897611564981259
440,"Random Survival Forest, random oversampler",750,0.0758479021551513
441,"Random Survival Forest, SMOTENC",750,0.0839083264230645
442,Unweighted Cox PH,750,0.0324914105019814
443,"Cox PH, Barlow weights",750,0.047399391749838
444,"Cox PH, Prentice weights",750,0.0356695523851708
445,"Cox PH, Self-Prentice weights",750,0.0350342447083363
446,"Cox PH Ridge, Barlow weights",750,0.047399391749838
447,"Cox PH Lasso, Barlow weights",750,0.047399391749838
448,"Cox PH Elastic Net, Barlow weights",750,0.047399391749838
449,"Survival Tree, unweighted",750,0.1081838992252556
450,"Survival Tree, random oversampler",750,0.1253938049938571
451,"Survival Tree, SMOTENC",750,0.101225414614267
452,"Random Survival Forest, unweighted",750,0.0867875316892784
453,"Random Survival Forest, random oversampler",750,0.0636099153044428
454,"Random Survival Forest, SMOTENC",750,0.0708234486656689
455,Unweighted Cox PH,750,0.0322255177044795
456,"Cox PH, Barlow weights",750,0.0534946207253471
457,"Cox PH, Prentice weights",750,0.0331341089898456
458,"Cox PH, Self-Prentice weights",750,0.0354964140233496
459,"Cox PH Ridge, Barlow weights",750,0.0534946207253471
460,"Cox PH Lasso, Barlow weights",750,0.0534946207253471
